Date,State_Name,District_Name,Pincode,Total_Enrolments,Total_Updates,Age_Group_0_18,Age_Group_19_40,Age_Group_41_60,Age_Group_60_Plus
2023-06-05,Odisha,Odisha_District_3,256844,2671,704,785,1250,544,92
2023-06-05,Assam,Assam_District_1,564407,2001,353,420,972,446,163
2023-06-06,Maharashtra,Maharashtra_District_3,714086,8226,2352,1962,3975,2009,280
2023-06-06,Uttar Pradesh,Uttar_District_4,662964,11788,1211,2365,5578,2868,977
2023-06-06,Karnataka,Karnataka_District_4,836216,5823,990,1194,2730,1212,687
2023-06-06,Tamil Nadu,Tamil_District_6,318010,7429,1557,2226,3575,1573,55
2023-06-06,Delhi,Delhi_District_3,421425,10587,3023,2964,4340,2423,860
2023-06-06,West Bengal,West_District_3,802760,4891,1413,1207,2076,1115,493
2023-06-06,Rajasthan,Rajasthan_District_1,175299,4599,1039,1102,1906,925,666
2023-06-06,Gujarat,Gujarat_District_5,120996,5493,994,1512,2718,1240,23
2023-06-06,Madhya Pradesh,Madhya_District_7,327718,3542,691,847,1589,806,300
2023-06-06,Bihar,Bihar_District_6,645774,3471,429,797,1457,862,355
2023-06-06,Andhra Pradesh,Andhra_District_4,942005,3670,808,824,1685,821,340
2023-06-06,Telangana,Telangana_District_3,669644,3206,542,861,1361,650,334
2023-06-06,Kerala,Kerala_District_7,586947,2669,648,685,1234,614,136
2023-06-06,Odisha,Odisha_District_3,619115,2601,616,737,1226,594,44
2023-06-06,Assam,Assam_District_7,432453,2140,454,470,1069,449,152
2023-06-07,Maharashtra,Maharashtra_District_3,688061,7857,1272,2332,3804,1924,-203
2023-06-07,Uttar Pradesh,Uttar_District_6,483312,12306,2466,2658,6125,2633,890
2023-06-07,Karnataka,Karnataka_District_2,641404,5848,830,1187,2682,1438,541
2023-06-07,Tamil Nadu,Tamil_District_4,912978,6935,1807,1409,3207,1658,661
2023-06-07,Delhi,Delhi_District_7,939858,12309,3165,2852,5950,2870,637
2023-06-07,West Bengal,West_District_5,183346,4884,513,1268,1963,1152,501
2023-06-07,Rajasthan,Rajasthan_District_4,229754,4758,1192,956,2118,1109,575
2023-06-07,Gujarat,Gujarat_District_3,104986,5059,1087,1166,2222,1032,639
2023-06-07,Madhya Pradesh,Madhya_District_2,923239,3560,1014,770,1664,883,243
2023-06-07,Bihar,Bihar_District_4,232264,3105,805,779,1304,647,375
2023-06-07,Andhra Pradesh,Andhra_District_1,125448,3775,440,886,1626,847,416
2023-06-07,Telangana,Telangana_District_7,164208,3281,719,979,1405,661,236
2023-06-07,Kerala,Kerala_District_3,233033,3263,608,761,1478,739,285
2023-06-07,Odisha,Odisha_District_3,498965,2970,408,842,1303,732,93
2023-06-07,Assam,Assam_District_2,101814,2461,659,596,1091,494,280
2023-06-08,Maharashtra,Maharashtra_District_4,150418,7562,860,1766,3225,1752,819
2023-06-08,Uttar Pradesh,Uttar_District_3,734908,11919,2591,3467,4792,2709,951
2023-06-08,Karnataka,Karnataka_District_7,993456,6226,843,1728,2696,1444,358
2023-06-08,Tamil Nadu,Tamil_District_5,873143,7324,1187,1480,3623,1819,402
2023-06-08,Delhi,Delhi_District_2,931669,11823,1382,2421,4808,2940,1654
2023-06-08,West Bengal,West_District_1,602936,5041,806,1434,2053,1117,437
2023-06-08,Rajasthan,Rajasthan_District_2,849695,4599,1266,1289,1905,1028,377
2023-06-08,Gujarat,Gujarat_District_2,425691,5400,904,1463,2615,1103,219
2023-06-08,Madhya Pradesh,Madhya_District_7,936907,3586,525,892,1684,809,201
2023-06-08,Bihar,Bihar_District_3,127774,2743,588,816,1217,629,81
2023-06-08,Andhra Pradesh,Andhra_District_5,849885,4169,939,907,1930,995,337
2023-06-08,Telangana,Telangana_District_2,730910,3716,680,1035,1805,757,119
2023-06-08,Kerala,Kerala_District_3,444905,3237,792,798,1341,734,364
2023-06-08,Odisha,Odisha_District_3,936234,2471,735,581,1167,526,197
2023-06-08,Assam,Assam_District_5,492493,2134,547,478,876,433,347
2023-06-09,Maharashtra,Maharashtra_District_1,357100,8083,1854,1686,3817,1786,794
2023-06-09,Uttar Pradesh,Uttar_District_2,144437,11904,2848,2879,5936,2386,703
2023-06-09,Karnataka,Karnataka_District_2,456395,5610,942,1295,2270,1275,770
2023-06-09,Tamil Nadu,Tamil_District_5,212113,7214,1231,1919,3150,1733,412
2023-06-09,Delhi,Delhi_District_3,728494,11214,1931,3117,5074,2586,437
2023-06-09,West Bengal,West_District_4,990599,4926,612,1226,2446,1176,78
2023-06-09,Rajasthan,Rajasthan_District_7,919531,4132,998,965,1715,930,522
2023-06-09,Gujarat,Gujarat_District_7,533757,5458,1554,1428,2396,1259,375
2023-06-09,Madhya Pradesh,Madhya_District_5,391796,3636,593,802,1766,786,282
2023-06-09,Bihar,Bihar_District_5,995983,3247,856,801,1300,750,396
2023-06-09,Andhra Pradesh,Andhra_District_3,593395,3946,895,1142,1923,801,80
2023-06-09,Telangana,Telangana_District_2,580435,3737,749,1044,1666,922,105
2023-06-09,Kerala,Kerala_District_7,889414,2626,302,554,1136,557,379
2023-06-09,Odisha,Odisha_District_5,296476,2177,363,562,1030,522,63
2023-06-09,Assam,Assam_District_2,260080,2200,354,509,908,443,340
2023-06-10,Maharashtra,Maharashtra_District_4,532525,5058,1385,1064,2028,1016,950
2023-06-10,Uttar Pradesh,Uttar_District_7,911740,6713,1701,1493,2788,1367,1065
2023-06-10,Karnataka,Karnataka_District_3,310734,3703,504,931,1711,895,166
2023-06-10,Tamil Nadu,Tamil_District_2,586448,4038,1122,1087,2010,954,-13
2023-06-10,Delhi,Delhi_District_5,945887,7953,1074,1942,3269,1792,950
2023-06-10,West Bengal,West_District_2,569251,2841,364,756,1418,577,90
2023-06-10,Rajasthan,Rajasthan_District_1,152490,2980,381,776,1270,732,202
2023-06-10,Gujarat,Gujarat_District_6,387361,2533,626,631,1069,513,320
2023-06-10,Madhya Pradesh,Madhya_District_1,225238,2031,434,583,928,504,16
2023-06-10,Bihar,Bihar_District_4,428583,1778,253,457,849,442,30
2023-06-10,Andhra Pradesh,Andhra_District_4,750827,2010,300,573,963,492,-18
2023-06-10,Telangana,Telangana_District_4,177303,2300,536,658,1090,549,3
2023-06-10,Kerala,Kerala_District_7,624479,2126,347,457,969,433,267
2023-06-10,Odisha,Odisha_District_2,264455,1722,515,408,695,412,207
2023-06-10,Assam,Assam_District_5,901226,1538,184,408,660,325,145
2023-06-11,Maharashtra,Maharashtra_District_1,465892,4753,712,1102,2355,1050,246
2023-06-11,Uttar Pradesh,Uttar_District_2,548428,7092,1416,1554,3282,1721,535
2023-06-11,Karnataka,Karnataka_District_3,115735,4059,516,1111,1811,872,265
2023-06-11,Tamil Nadu,Tamil_District_3,531325,3974,675,899,1957,824,294
2023-06-11,Delhi,Delhi_District_4,660539,8121,1863,1896,3366,1654,1205
2023-06-11,West Bengal,West_District_4,926013,3458,594,766,1493,726,473
2023-06-11,Rajasthan,Rajasthan_District_3,815967,2936,578,665,1309,591,371
2023-06-11,Gujarat,Gujarat_District_5,687186,3143,704,771,1400,652,320
2023-06-11,Madhya Pradesh,Madhya_District_7,199545,2765,299,579,1299,623,264
2023-06-11,Bihar,Bihar_District_1,458098,1818,370,430,859,436,93
2023-06-11,Andhra Pradesh,Andhra_District_4,842937,2702,774,801,1120,623,158
2023-06-11,Telangana,Telangana_District_2,893460,2137,369,458,1060,446,173
2023-06-11,Kerala,Kerala_District_5,742239,1503,297,368,704,357,74
2023-06-11,Odisha,Odisha_District_3,724696,1916,202,474,771,423,248
2023-06-11,Assam,Assam_District_4,985504,1053,233,222,518,224,89
2023-06-12,Maharashtra,Maharashtra_District_5,399491,7684,1462,1603,3229,1788,1064
2023-06-12,Uttar Pradesh,Uttar_District_6,559534,11819,1457,3451,5376,2766,226
2023-06-12,Karnataka,Karnataka_District_4,983436,5672,1471,1613,2426,1141,492
2023-06-12,Tamil Nadu,Tamil_District_1,317173,6626,1635,1426,3303,1457,440
2023-06-12,Delhi,Delhi_District_2,651427,12504,1723,3312,5703,2854,635
2023-06-12,West Bengal,West_District_3,691387,4806,1270,1428,2039,1104,235
2023-06-12,Rajasthan,Rajasthan_District_1,632131,4097,995,1204,1832,871,190
2023-06-12,Gujarat,Gujarat_District_1,862578,5142,1464,1052,2473,1156,461
2023-06-12,Madhya Pradesh,Madhya_District_6,485721,4068,821,1209,1975,974,-90
2023-06-12,Bihar,Bihar_District_7,813503,3426,581,835,1499,697,395
2023-06-12,Andhra Pradesh,Andhra_District_3,659512,3984,641,1093,1788,956,147
2023-06-12,Telangana,Telangana_District_6,483622,3344,600,771,1472,767,334
2023-06-12,Kerala,Kerala_District_1,357416,3338,909,670,1372,735,561
2023-06-12,Odisha,Odisha_District_4,234564,2872,711,605,1310,615,342
2023-06-12,Assam,Assam_District_1,946232,1618,173,408,658,402,150
2023-06-13,Maharashtra,Maharashtra_District_4,230142,8271,1862,2070,3820,1899,482
2023-06-13,Uttar Pradesh,Uttar_District_7,459159,12445,2290,2602,5033,2710,2100
2023-06-13,Karnataka,Karnataka_District_1,330191,5642,1600,1499,2528,1353,262
2023-06-13,Tamil Nadu,Tamil_District_4,181022,6760,1687,1902,3076,1534,248
2023-06-13,Delhi,Delhi_District_5,749483,11154,1198,2849,4578,2710,1017
2023-06-13,West Bengal,West_District_4,589134,5276,849,1335,2432,1288,221
2023-06-13,Rajasthan,Rajasthan_District_7,586217,4567,1223,1300,2223,1107,-63
2023-06-13,Gujarat,Gujarat_District_5,703848,5143,689,1469,2441,1260,-27
2023-06-13,Madhya Pradesh,Madhya_District_5,960996,3804,663,938,1727,818,321
2023-06-13,Bihar,Bihar_District_1,685834,3241,812,750,1532,764,195
2023-06-13,Andhra Pradesh,Andhra_District_4,150390,4141,771,1124,2062,1023,-68
2023-06-13,Telangana,Telangana_District_7,167271,3902,871,1145,1810,845,102
2023-06-13,Kerala,Kerala_District_2,481668,2683,401,541,1113,644,385
2023-06-13,Odisha,Odisha_District_7,758912,2315,474,465,1132,512,206
2023-06-13,Assam,Assam_District_4,731907,1823,266,411,852,388,172
2023-06-14,Maharashtra,Maharashtra_District_5,128117,8017,853,1846,3936,1828,407
2023-06-14,Uttar Pradesh,Uttar_District_4,328372,12159,1423,3195,5794,2700,470
2023-06-14,Karnataka,Karnataka_District_4,482490,6050,976,1234,2736,1350,730
2023-06-14,Tamil Nadu,Tamil_District_2,842706,6945,1544,1597,3419,1626,303
2023-06-14,Delhi,Delhi_District_1,104979,12951,3745,3682,6066,2679,524
2023-06-14,West Bengal,West_District_3,633873,4533,829,1012,2009,1064,448
2023-06-14,Rajasthan,Rajasthan_District_4,760208,4421,1078,1284,2189,948,0
2023-06-14,Gujarat,Gujarat_District_3,939467,5066,963,1337,2356,1258,115
2023-06-14,Madhya Pradesh,Madhya_District_4,990321,4488,508,1131,1861,1052,444
2023-06-14,Bihar,Bihar_District_4,357679,3169,497,904,1370,639,256
2023-06-14,Andhra Pradesh,Andhra_District_7,177990,3936,882,1056,1589,827,464
2023-06-14,Telangana,Telangana_District_5,931603,3775,769,895,1626,875,379
2023-06-14,Kerala,Kerala_District_1,417264,3372,593,827,1393,753,399
2023-06-14,Odisha,Odisha_District_2,582705,2071,285,506,928,436,201
2023-06-14,Assam,Assam_District_2,739869,1882,379,534,807,462,79
2023-06-15,Maharashtra,Maharashtra_District_5,865525,7564,1229,1760,3318,1784,702
2023-06-15,Uttar Pradesh,Uttar_District_7,197750,12425,1591,2587,5846,2987,1005
2023-06-15,Karnataka,Karnataka_District_4,266185,6384,1740,1287,2755,1466,876
2023-06-15,Tamil Nadu,Tamil_District_6,897781,6957,990,1678,3184,1592,503
2023-06-15,Delhi,Delhi_District_7,762181,12723,2099,3564,5823,2960,376
2023-06-15,West Bengal,West_District_5,999308,4627,1255,1307,2205,1155,-40
2023-06-15,Rajasthan,Rajasthan_District_4,469246,4930,616,1267,2167,1211,285
2023-06-15,Gujarat,Gujarat_District_1,426349,5133,928,1366,2134,1209,424
2023-06-15,Madhya Pradesh,Madhya_District_7,540824,3935,799,853,1952,804,326
2023-06-15,Bihar,Bihar_District_5,855766,3439,893,884,1646,795,114
2023-06-15,Andhra Pradesh,Andhra_District_2,683563,4173,1144,969,1759,1037,408
2023-06-15,Telangana,Telangana_District_3,264322,3581,413,855,1439,859,428
2023-06-15,Kerala,Kerala_District_4,407555,3140,358,656,1278,653,553
2023-06-15,Odisha,Odisha_District_5,136475,2769,433,749,1134,613,273
2023-06-15,Assam,Assam_District_1,597585,1641,363,484,715,338,104
2023-06-16,Maharashtra,Maharashtra_District_2,821837,8088,1896,2402,3458,1620,608
2023-06-16,Uttar Pradesh,Uttar_District_6,804586,11510,1849,2825,5337,2493,855
2023-06-16,Karnataka,Karnataka_District_5,184497,5775,1489,1688,2486,1165,436
2023-06-16,Tamil Nadu,Tamil_District_6,745186,6783,1973,1513,2732,1507,1031
2023-06-16,Delhi,Delhi_District_2,144331,13446,3289,3809,6579,3025,33
2023-06-16,West Bengal,West_District_1,192203,5235,1377,1053,2493,1160,529
2023-06-16,Rajasthan,Rajasthan_District_2,857706,4682,765,1302,2031,986,363
2023-06-16,Gujarat,Gujarat_District_7,945942,4896,1036,990,2422,1203,281
2023-06-16,Madhya Pradesh,Madhya_District_7,428397,4393,842,990,2103,911,389
2023-06-16,Bihar,Bihar_District_4,296169,2887,811,678,1158,691,360
2023-06-16,Andhra Pradesh,Andhra_District_2,720820,4020,887,964,1988,837,231
2023-06-16,Telangana,Telangana_District_6,274094,3713,991,839,1810,903,161
2023-06-16,Kerala,Kerala_District_6,199430,3216,579,644,1368,741,463
2023-06-16,Odisha,Odisha_District_5,869085,2984,739,788,1219,724,253
2023-06-16,Assam,Assam_District_7,180664,2473,293,569,1025,586,293
2023-06-17,Maharashtra,Maharashtra_District_5,674757,4645,718,990,2160,1128,367
2023-06-17,Uttar Pradesh,Uttar_District_7,661076,6803,1663,1857,2857,1536,553
2023-06-17,Karnataka,Karnataka_District_5,596281,3116,605,704,1556,651,205
2023-06-17,Tamil Nadu,Tamil_District_3,512580,4441,512,1053,2088,982,318
2023-06-17,Delhi,Delhi_District_4,505733,8283,1936,1721,3546,1928,1088
2023-06-17,West Bengal,West_District_5,490511,3076,402,795,1295,677,309
2023-06-17,Rajasthan,Rajasthan_District_6,322709,3028,455,635,1285,752,356
2023-06-17,Gujarat,Gujarat_District_3,980839,2636,543,686,1254,640,56
2023-06-17,Madhya Pradesh,Madhya_District_2,920587,2620,503,621,1050,652,297
2023-06-17,Bihar,Bihar_District_3,127791,2281,265,671,922,505,183
2023-06-17,Andhra Pradesh,Andhra_District_4,835878,2496,747,626,1140,513,217
2023-06-17,Telangana,Telangana_District_5,177418,1836,382,403,813,415,205
2023-06-17,Kerala,Kerala_District_1,454047,1462,191,400,711,362,-11
2023-06-17,Odisha,Odisha_District_3,755697,1743,291,422,710,367,244
2023-06-17,Assam,Assam_District_5,409548,1378,183,377,590,301,110
2023-06-18,Maharashtra,Maharashtra_District_7,178133,5127,560,1438,2535,1212,-58
2023-06-18,Uttar Pradesh,Uttar_District_1,884864,6730,891,1530,3345,1402,453
2023-06-18,Karnataka,Karnataka_District_6,460455,4023,900,867,1628,856,672
2023-06-18,Tamil Nadu,Tamil_District_6,315872,4670,1139,943,1873,976,878
2023-06-18,Delhi,Delhi_District_4,610413,7569,2113,2143,3745,1869,-188
2023-06-18,West Bengal,West_District_1,639632,2678,566,541,1334,547,256
2023-06-18,Rajasthan,Rajasthan_District_2,298872,2256,373,543,956,554,203
2023-06-18,Gujarat,Gujarat_District_7,672361,3095,693,759,1500,707,129
2023-06-18,Madhya Pradesh,Madhya_District_5,854746,2232,471,508,916,544,264
2023-06-18,Bihar,Bihar_District_2,595720,1338,332,392,575,274,97
2023-06-18,Andhra Pradesh,Andhra_District_5,669899,2414,285,710,1206,591,-93
2023-06-18,Telangana,Telangana_District_7,174140,2459,439,494,984,568,413
2023-06-18,Kerala,Kerala_District_1,357155,2160,407,549,917,538,156
2023-06-18,Odisha,Odisha_District_5,560474,1431,418,352,589,311,179
2023-06-18,Assam,Assam_District_2,831470,1292,375,367,558,283,84
2023-06-19,Maharashtra,Maharashtra_District_2,897215,7980,2039,2389,3541,1755,295
2023-06-19,Uttar Pradesh,Uttar_District_2,540680,11766,2203,2680,4830,2646,1610
2023-06-19,Karnataka,Karnataka_District_1,147483,6347,1610,1634,2875,1316,522
2023-06-19,Tamil Nadu,Tamil_District_7,940536,6901,1921,1860,3180,1457,404
2023-06-19,Delhi,Delhi_District_5,807534,13185,2860,3857,6588,3102,-362
2023-06-19,West Bengal,West_District_2,339981,5236,618,1418,2380,1116,322
2023-06-19,Rajasthan,Rajasthan_District_6,501295,4056,966,948,1906,967,235
2023-06-19,Gujarat,Gujarat_District_5,305898,5037,868,1194,2473,1190,180
2023-06-19,Madhya Pradesh,Madhya_District_6,775608,4293,786,1233,1939,977,144
2023-06-19,Bihar,Bihar_District_4,608316,2975,776,715,1350,661,249
2023-06-19,Andhra Pradesh,Andhra_District_4,182147,4019,865,1062,1628,848,481
2023-06-19,Telangana,Telangana_District_2,751811,3902,444,956,1786,802,358
2023-06-19,Kerala,Kerala_District_7,270148,3336,923,838,1633,817,48
2023-06-19,Odisha,Odisha_District_2,691790,2132,542,479,983,446,224
2023-06-19,Assam,Assam_District_5,863047,2354,305,530,950,513,361
2023-06-20,Maharashtra,Maharashtra_District_3,742689,7655,2132,2014,3116,1796,729
2023-06-20,Uttar Pradesh,Uttar_District_2,249178,12402,1907,3109,6168,2932,193
2023-06-20,Karnataka,Karnataka_District_4,210734,6387,1034,1465,2638,1479,805
2023-06-20,Tamil Nadu,Tamil_District_1,869598,6619,1074,1825,3197,1331,266
2023-06-20,Delhi,Delhi_District_2,578869,11469,2043,3386,5111,2317,655
2023-06-20,West Bengal,West_District_6,458660,4992,785,1494,2173,1208,117
2023-06-20,Rajasthan,Rajasthan_District_5,199515,4527,1340,934,2014,1054,525
2023-06-20,Gujarat,Gujarat_District_3,986499,4556,1276,945,2081,1088,442
2023-06-20,Madhya Pradesh,Madhya_District_2,293433,3969,906,870,1918,958,223
2023-06-20,Bihar,Bihar_District_4,704525,3368,769,781,1664,679,244
2023-06-20,Andhra Pradesh,Andhra_District_4,513594,4437,720,946,1889,894,708
2023-06-20,Telangana,Telangana_District_5,357542,3551,392,803,1613,793,342
2023-06-20,Kerala,Kerala_District_4,305319,3199,666,707,1365,672,455
2023-06-20,Odisha,Odisha_District_5,483785,2288,321,596,992,469,231
2023-06-20,Assam,Assam_District_5,252055,1839,502,388,823,426,202
2023-06-21,Maharashtra,Maharashtra_District_7,795786,8024,1149,2013,3294,1642,1075
2023-06-21,Uttar Pradesh,Uttar_District_4,971052,11500,2489,2370,5674,2614,842
2023-06-21,Karnataka,Karnataka_District_5,693453,5636,998,1271,2767,1377,221
2023-06-21,Tamil Nadu,Tamil_District_2,834033,7244,1239,1755,3158,1518,813
2023-06-21,Delhi,Delhi_District_5,439984,12222,2295,2828,5952,2733,709
2023-06-21,West Bengal,West_District_1,699978,4992,645,1276,2017,1052,647
2023-06-21,Rajasthan,Rajasthan_District_7,808728,4835,1226,976,2001,1141,717
2023-06-21,Gujarat,Gujarat_District_7,318173,4637,541,1090,2118,1065,364
2023-06-21,Madhya Pradesh,Madhya_District_2,836725,4372,602,1179,2130,1059,4
2023-06-21,Bihar,Bihar_District_7,319807,3391,864,880,1677,687,147
2023-06-21,Andhra Pradesh,Andhra_District_6,385385,3682,628,1075,1584,905,118
2023-06-21,Telangana,Telangana_District_2,410420,3651,541,939,1644,797,271
2023-06-21,Kerala,Kerala_District_3,576638,2770,341,626,1334,627,183
2023-06-21,Odisha,Odisha_District_5,857946,2815,316,688,1185,653,289
2023-06-21,Assam,Assam_District_4,254797,1574,368,383,778,327,86
2023-06-22,Maharashtra,Maharashtra_District_1,776761,8322,2273,1982,3461,1926,953
2023-06-22,Uttar Pradesh,Uttar_District_5,208626,12489,3288,3252,6002,2914,321
2023-06-22,Karnataka,Karnataka_District_7,876672,5795,940,1302,2325,1196,972
2023-06-22,Tamil Nadu,Tamil_District_5,714648,7288,1906,1893,3456,1730,209
2023-06-22,Delhi,Delhi_District_5,132105,12780,3652,3159,5722,2932,967
2023-06-22,West Bengal,West_District_7,293525,4615,548,945,1884,952,834
2023-06-22,Rajasthan,Rajasthan_District_2,329830,4251,1085,1068,1835,851,497
2023-06-22,Gujarat,Gujarat_District_5,792449,4579,1332,1162,2002,1029,386
2023-06-22,Madhya Pradesh,Madhya_District_6,158534,4230,873,913,1995,1000,322
2023-06-22,Bihar,Bihar_District_4,979573,2595,592,648,1047,596,304
2023-06-22,Andhra Pradesh,Andhra_District_2,874131,3789,680,1081,1525,772,411
2023-06-22,Telangana,Telangana_District_1,563577,3674,431,927,1650,915,182
2023-06-22,Kerala,Kerala_District_5,626685,3344,373,905,1493,726,220
2023-06-22,Odisha,Odisha_District_2,335291,2567,362,529,1051,640,347
2023-06-22,Assam,Assam_District_3,990273,1514,375,386,693,331,104
2023-06-23,Maharashtra,Maharashtra_District_1,450998,7721,2050,1688,3816,1716,501
2023-06-23,Uttar Pradesh,Uttar_District_4,850278,12141,2004,3004,4935,2931,1271
2023-06-23,Karnataka,Karnataka_District_1,940081,5686,717,1605,2702,1157,222
2023-06-23,Tamil Nadu,Tamil_District_7,517936,7302,1676,1870,2948,1684,800
2023-06-23,Delhi,Delhi_District_7,360247,12315,2911,3054,5826,2765,670
2023-06-23,West Bengal,West_District_4,745035,4739,1225,1338,1953,1141,307
2023-06-23,Rajasthan,Rajasthan_District_4,697698,4120,644,898,1862,824,536
2023-06-23,Gujarat,Gujarat_District_5,869969,5182,714,1099,2434,1047,602
2023-06-23,Madhya Pradesh,Madhya_District_3,435227,3657,649,968,1613,910,166
2023-06-23,Bihar,Bihar_District_2,532356,3431,683,894,1620,774,143
2023-06-23,Andhra Pradesh,Andhra_District_3,283958,3507,593,911,1428,769,399
2023-06-23,Telangana,Telangana_District_1,648985,3965,544,1068,1587,906,404
2023-06-23,Kerala,Kerala_District_2,335554,2955,640,840,1357,729,29
2023-06-23,Odisha,Odisha_District_2,619423,2029,331,514,823,476,216
2023-06-23,Assam,Assam_District_3,193776,2484,368,720,1239,531,-6
2023-06-24,Maharashtra,Maharashtra_District_4,938495,5068,552,1461,2512,1019,76
2023-06-24,Uttar Pradesh,Uttar_District_1,855512,6835,999,1559,3286,1480,510
2023-06-24,Karnataka,Karnataka_District_7,489739,3142,533,854,1365,702,221
2023-06-24,Tamil Nadu,Tamil_District_3,912673,4395,491,1052,1869,981,493
2023-06-24,Delhi,Delhi_District_5,608180,5949,1385,1478,2898,1302,271
2023-06-24,West Bengal,West_District_7,357394,3420,415,917,1456,853,194
2023-06-24,Rajasthan,Rajasthan_District_2,659243,2833,411,619,1190,666,358
2023-06-24,Gujarat,Gujarat_District_1,671014,3171,594,797,1432,731,211
2023-06-24,Madhya Pradesh,Madhya_District_3,936229,1927,408,498,917,472,40
2023-06-24,Bihar,Bihar_District_7,570923,1653,222,371,719,362,201
2023-06-24,Andhra Pradesh,Andhra_District_4,452054,1920,272,391,935,417,177
2023-06-24,Telangana,Telangana_District_4,492740,2436,280,548,1123,521,244
2023-06-24,Kerala,Kerala_District_6,687707,2276,397,530,931,477,338
2023-06-24,Odisha,Odisha_District_2,675143,1565,423,420,776,319,50
2023-06-24,Assam,Assam_District_2,573672,1401,190,377,636,338,50
2023-06-25,Maharashtra,Maharashtra_District_2,238736,4770,1205,1031,2099,1152,488
2023-06-25,Uttar Pradesh,Uttar_District_2,202411,7269,1546,2179,3061,1556,473
2023-06-25,Karnataka,Karnataka_District_6,659821,3496,908,876,1589,824,207
2023-06-25,Tamil Nadu,Tamil_District_3,233553,4385,762,1036,2128,969,252
2023-06-25,Delhi,Delhi_District_3,801311,8034,1396,1839,3765,1815,615
2023-06-25,West Bengal,West_District_6,663163,2828,658,713,1367,616,132
2023-06-25,Rajasthan,Rajasthan_District_7,931149,2411,585,515,1074,512,310
2023-06-25,Gujarat,Gujarat_District_2,100282,2568,762,659,1141,525,243
2023-06-25,Madhya Pradesh,Madhya_District_5,584729,2038,445,473,856,453,256
2023-06-25,Bihar,Bihar_District_6,262004,2247,412,494,1016,532,205
2023-06-25,Andhra Pradesh,Andhra_District_7,476050,2653,410,615,1217,559,262
2023-06-25,Telangana,Telangana_District_6,678079,1676,498,443,703,391,139
2023-06-25,Kerala,Kerala_District_2,607369,2241,613,544,1065,521,111
2023-06-25,Odisha,Odisha_District_1,237752,1664,338,412,718,368,166
2023-06-25,Assam,Assam_District_3,926024,1473,197,368,654,330,121
2023-06-26,Maharashtra,Maharashtra_District_5,543334,8108,2386,2015,3438,1718,937
2023-06-26,Uttar Pradesh,Uttar_District_5,473209,11956,3376,3014,5373,2452,1117
2023-06-26,Karnataka,Karnataka_District_2,821298,6312,1210,1500,2527,1507,778
2023-06-26,Tamil Nadu,Tamil_District_7,276408,6977,1675,1988,3386,1488,115
2023-06-26,Delhi,Delhi_District_3,150352,11274,2198,2559,4843,2292,1580
2023-06-26,West Bengal,West_District_4,565085,4719,717,1056,2177,1041,445
2023-06-26,Rajasthan,Rajasthan_District_3,939295,4652,1327,1068,2325,1095,164
2023-06-26,Gujarat,Gujarat_District_6,824486,4872,625,1423,1988,1017,444
2023-06-26,Madhya Pradesh,Madhya_District_5,408576,3640,617,1006,1581,878,175
2023-06-26,Bihar,Bihar_District_4,304065,2755,695,615,1182,674,284
2023-06-26,Andhra Pradesh,Andhra_District_1,448249,3771,835,888,1574,913,396
2023-06-26,Telangana,Telangana_District_6,515304,3039,551,890,1250,728,171
2023-06-26,Kerala,Kerala_District_2,206183,3210,589,836,1379,716,279
2023-06-26,Odisha,Odisha_District_1,632551,2919,670,708,1372,600,239
2023-06-26,Assam,Assam_District_6,169458,2275,285,506,944,560,265
2023-06-27,Maharashtra,Maharashtra_District_6,117579,8232,2442,2345,3460,1995,432
2023-06-27,Uttar Pradesh,Uttar_District_7,691789,12419,3089,2891,5836,2818,874
2023-06-27,Karnataka,Karnataka_District_1,840973,5582,1578,1427,2454,1148,553
2023-06-27,Tamil Nadu,Tamil_District_6,683476,7346,1154,1832,3172,1549,793
2023-06-27,Delhi,Delhi_District_5,782977,10980,1570,3268,4815,2644,253
2023-06-27,West Bengal,West_District_2,610031,4806,947,1355,2316,1140,-5
2023-06-27,Rajasthan,Rajasthan_District_2,289390,4242,543,1096,1915,966,265
2023-06-27,Gujarat,Gujarat_District_4,400647,4596,583,1323,2203,1110,-40
2023-06-27,Madhya Pradesh,Madhya_District_3,949487,4074,507,1085,1865,839,285
2023-06-27,Bihar,Bihar_District_6,665847,2701,574,763,1214,590,134
2023-06-27,Andhra Pradesh,Andhra_District_4,410875,3654,978,1016,1591,818,229
2023-06-27,Telangana,Telangana_District_2,925520,3724,858,943,1742,860,179
2023-06-27,Kerala,Kerala_District_6,873160,3180,706,816,1371,724,269
2023-06-27,Odisha,Odisha_District_6,978550,2325,365,688,1143,531,-37
2023-06-27,Assam,Assam_District_5,178752,1942,449,416,805,456,265
2023-06-28,Maharashtra,Maharashtra_District_4,738533,8389,1982,2098,3506,1831,954
2023-06-28,Uttar Pradesh,Uttar_District_5,697419,12204,2875,2842,5249,2798,1315
2023-06-28,Karnataka,Karnataka_District_4,864152,5883,1041,1405,2928,1464,86
2023-06-28,Tamil Nadu,Tamil_District_1,682931,6805,1024,1615,2882,1501,807
2023-06-28,Delhi,Delhi_District_5,314796,12711,3471,3194,5245,3100,1172
2023-06-28,West Bengal,West_District_1,820421,5122,1111,1451,2281,1160,230
2023-06-28,Rajasthan,Rajasthan_District_1,791077,4726,1300,1268,2237,1034,187
