date,state,district,pincode,enrolment_count,update_count,age_0_18,age_19_40,age_41_60,age_60_plus,source_file
2023-08-10,Andhra Pradesh,Andhra PradeshDistrict,799153,17662,2481,3843,8238,4408,1173,sample_data.csv
2023-08-10,Telangana,TelanganaDistrict,614063,11234,1138,2844,4860,2787,743,sample_data.csv
2023-08-10,Kerala,KeralaDistrict,958333,19185,2710,3853,8769,4373,2190,sample_data.csv
2023-08-10,Odisha,OdishaDistrict,335605,10047,1009,2781,4719,2329,218,sample_data.csv
2023-08-10,Assam,AssamDistrict,620476,8650,1247,1877,3590,1731,1452,sample_data.csv
2023-08-10,Punjab,PunjabDistrict,422020,15214,2713,3204,6964,3130,1916,sample_data.csv
2023-08-10,Chhattisgarh,ChhattisgarhDistrict,908704,10306,1667,2480,4823,2304,699,sample_data.csv
2023-08-10,Haryana,HaryanaDistrict,569530,12701,2444,3753,5117,2677,1154,sample_data.csv
2023-08-10,Jharkhand,JharkhandDistrict,769017,8339,861,2109,4060,1996,174,sample_data.csv
2023-08-10,Uttarakhand,UttarakhandDistrict,217316,6222,927,1265,2770,1511,676,sample_data.csv
2023-08-11,Maharashtra,MaharashtraDistrict,123640,19134,3030,4377,9159,4740,858,sample_data.csv
2023-08-11,Uttar Pradesh,Uttar PradeshDistrict,534874,10162,1028,2252,4816,2122,972,sample_data.csv
2023-08-11,Karnataka,KarnatakaDistrict,890427,10935,1116,3187,5124,2559,65,sample_data.csv
2023-08-11,Tamil Nadu,Tamil NaduDistrict,332175,22851,4083,5475,11285,4998,1093,sample_data.csv
2023-08-11,Delhi,DelhiDistrict,816912,19337,2815,5098,7746,4599,1894,sample_data.csv
2023-08-11,West Bengal,West BengalDistrict,374113,7042,1119,1507,3108,1632,795,sample_data.csv
2023-08-11,Rajasthan,RajasthanDistrict,556031,7814,1199,1789,3764,1725,536,sample_data.csv
2023-08-11,Gujarat,GujaratDistrict,449597,11032,2091,2724,4861,2548,899,sample_data.csv
2023-08-11,Madhya Pradesh,Madhya PradeshDistrict,551182,11414,1831,3173,4776,2525,940,sample_data.csv
2023-08-11,Bihar,BiharDistrict,641775,13574,2512,3589,6334,2739,912,sample_data.csv
2023-08-11,Andhra Pradesh,Andhra PradeshDistrict,770314,6344,1015,1750,2583,1397,614,sample_data.csv
2023-08-11,Telangana,TelanganaDistrict,880945,13655,1408,3020,5829,3230,1576,sample_data.csv
2023-08-11,Kerala,KeralaDistrict,796709,5905,867,1684,2568,1406,247,sample_data.csv
2023-08-11,Odisha,OdishaDistrict,790067,12249,1875,3184,6049,3029,0,sample_data.csv
2023-08-11,Assam,AssamDistrict,479217,8823,1328,2115,3569,1791,1348,sample_data.csv
2023-08-11,Punjab,PunjabDistrict,260641,14466,1470,3659,6866,2914,1027,sample_data.csv
2023-08-11,Chhattisgarh,ChhattisgarhDistrict,609492,6487,800,1861,2806,1577,243,sample_data.csv
2023-08-11,Haryana,HaryanaDistrict,454189,13914,2525,2854,5797,2976,2287,sample_data.csv
2023-08-11,Jharkhand,JharkhandDistrict,857743,14549,2330,4250,6778,3556,0,sample_data.csv
2023-08-11,Uttarakhand,UttarakhandDistrict,786964,11428,1157,2455,5359,2332,1282,sample_data.csv
2023-08-12,Maharashtra,MaharashtraDistrict,831533,7924,833,1967,3525,1845,587,sample_data.csv
2023-08-12,Uttar Pradesh,Uttar PradeshDistrict,886822,5318,684,1183,2597,1196,342,sample_data.csv
2023-08-12,Karnataka,KarnatakaDistrict,832461,4924,659,997,2212,1201,514,sample_data.csv
2023-08-12,Tamil Nadu,Tamil NaduDistrict,806916,13026,2349,3342,5850,2616,1218,sample_data.csv
2023-08-12,Delhi,DelhiDistrict,309968,9516,1469,2322,4310,2377,507,sample_data.csv
2023-08-12,West Bengal,West BengalDistrict,168908,6948,801,1980,3355,1446,167,sample_data.csv
2023-08-12,Rajasthan,RajasthanDistrict,968715,4175,754,987,1913,979,296,sample_data.csv
2023-08-12,Gujarat,GujaratDistrict,762409,5320,757,1236,2324,1133,627,sample_data.csv
2023-08-12,Madhya Pradesh,Madhya PradeshDistrict,663127,10185,1561,2556,4492,2348,789,sample_data.csv
2023-08-12,Bihar,BiharDistrict,556475,11899,1320,2742,5805,2389,963,sample_data.csv
2023-08-12,Andhra Pradesh,Andhra PradeshDistrict,575421,9336,1330,2613,4414,2242,67,sample_data.csv
2023-08-12,Telangana,TelanganaDistrict,766868,3616,623,797,1488,848,483,sample_data.csv
2023-08-12,Kerala,KeralaDistrict,533689,4353,737,1253,2149,1066,0,sample_data.csv
2023-08-12,Odisha,OdishaDistrict,917107,4684,914,1013,2111,1063,497,sample_data.csv
2023-08-12,Assam,AssamDistrict,533602,3276,445,751,1440,683,402,sample_data.csv
2023-08-12,Punjab,PunjabDistrict,374944,5515,1098,1426,2751,1208,130,sample_data.csv
2023-08-12,Chhattisgarh,ChhattisgarhDistrict,398576,11493,1435,3036,5675,2550,232,sample_data.csv
2023-08-12,Haryana,HaryanaDistrict,434627,10162,1176,2784,4155,2101,1122,sample_data.csv
2023-08-12,Jharkhand,JharkhandDistrict,755353,11869,2350,3251,5422,2932,264,sample_data.csv
2023-08-12,Uttarakhand,UttarakhandDistrict,266946,11385,2100,3311,5057,2321,696,sample_data.csv
2023-08-13,Maharashtra,MaharashtraDistrict,449197,11752,1433,2351,5432,2733,1236,sample_data.csv
2023-08-13,Uttar Pradesh,Uttar PradeshDistrict,221294,14285,2644,3634,5726,3373,1552,sample_data.csv
2023-08-13,Karnataka,KarnatakaDistrict,448211,11444,1876,2706,5665,2469,604,sample_data.csv
2023-08-13,Tamil Nadu,Tamil NaduDistrict,359350,12380,1485,3156,4955,2777,1492,sample_data.csv
2023-08-13,Delhi,DelhiDistrict,991276,11887,1350,3363,4936,2556,1032,sample_data.csv
2023-08-13,West Bengal,West BengalDistrict,968057,3092,417,703,1293,660,436,sample_data.csv
2023-08-13,Rajasthan,RajasthanDistrict,516334,4889,686,1172,2302,1143,272,sample_data.csv
2023-08-13,Gujarat,GujaratDistrict,895053,9432,1744,1899,4703,1922,908,sample_data.csv
2023-08-13,Madhya Pradesh,Madhya PradeshDistrict,808715,7893,819,1764,3584,1702,843,sample_data.csv
2023-08-13,Bihar,BiharDistrict,976742,6599,821,1620,3237,1638,104,sample_data.csv
2023-08-13,Andhra Pradesh,Andhra PradeshDistrict,680568,5834,926,1373,2407,1176,878,sample_data.csv
2023-08-13,Telangana,TelanganaDistrict,568704,9674,1639,2870,4398,2242,164,sample_data.csv
2023-08-13,Kerala,KeralaDistrict,570972,9774,1623,2233,3927,2114,1500,sample_data.csv
2023-08-13,Odisha,OdishaDistrict,795334,10223,1551,2899,4337,2341,646,sample_data.csv
2023-08-13,Assam,AssamDistrict,530329,3133,450,650,1313,728,442,sample_data.csv
2023-08-13,Punjab,PunjabDistrict,325125,10485,1716,2457,4584,2368,1076,sample_data.csv
2023-08-13,Chhattisgarh,ChhattisgarhDistrict,777858,8110,1433,1846,3705,1990,569,sample_data.csv
2023-08-13,Haryana,HaryanaDistrict,318513,4269,671,1191,1734,986,358,sample_data.csv
2023-08-13,Jharkhand,JharkhandDistrict,567387,6573,941,1844,3035,1501,193,sample_data.csv
2023-08-13,Uttarakhand,UttarakhandDistrict,997471,6826,695,1608,3408,1507,303,sample_data.csv
2023-08-14,Maharashtra,MaharashtraDistrict,457268,13093,1916,3837,5918,3130,208,sample_data.csv
2023-08-14,Uttar Pradesh,Uttar PradeshDistrict,606333,14734,2696,4000,6569,3351,814,sample_data.csv
2023-08-14,Karnataka,KarnatakaDistrict,183161,21786,3181,5962,8919,5190,1715,sample_data.csv
2023-08-14,Tamil Nadu,Tamil NaduDistrict,695390,20100,2842,5736,9424,4736,204,sample_data.csv
2023-08-14,Delhi,DelhiDistrict,365200,19559,3119,4882,8391,4159,2127,sample_data.csv
2023-08-14,West Bengal,West BengalDistrict,213189,10496,1151,2159,4550,2148,1639,sample_data.csv
2023-08-14,Rajasthan,RajasthanDistrict,641348,8833,1494,2648,4195,2201,0,sample_data.csv
2023-08-14,Gujarat,GujaratDistrict,118544,15315,2160,3385,6249,3652,2029,sample_data.csv
2023-08-14,Madhya Pradesh,Madhya PradeshDistrict,126704,11810,1607,3500,5097,2362,851,sample_data.csv
2023-08-14,Bihar,BiharDistrict,340817,7131,759,1835,3369,1595,332,sample_data.csv
2023-08-14,Andhra Pradesh,Andhra PradeshDistrict,672198,8095,1094,1926,3468,1787,914,sample_data.csv
2023-08-14,Telangana,TelanganaDistrict,399908,7242,737,1531,2909,1723,1079,sample_data.csv
2023-08-14,Kerala,KeralaDistrict,876822,15559,1844,3272,7624,3349,1314,sample_data.csv
2023-08-14,Odisha,OdishaDistrict,529788,13709,1655,3431,6396,3361,521,sample_data.csv
2023-08-14,Assam,AssamDistrict,477986,13623,1502,2855,5945,2784,2039,sample_data.csv
2023-08-14,Punjab,PunjabDistrict,602744,18757,2132,5106,8608,4153,890,sample_data.csv
2023-08-14,Chhattisgarh,ChhattisgarhDistrict,103890,14257,2075,3466,6827,3426,538,sample_data.csv
2023-08-14,Haryana,HaryanaDistrict,506544,12392,1580,3508,5067,2597,1220,sample_data.csv
2023-08-14,Jharkhand,JharkhandDistrict,118437,9866,1208,2470,4915,2429,52,sample_data.csv
2023-08-14,Uttarakhand,UttarakhandDistrict,556987,16557,2410,4747,8040,3352,418,sample_data.csv
2023-08-15,Maharashtra,MaharashtraDistrict,144946,9180,1066,2588,3996,2277,319,sample_data.csv
2023-08-15,Uttar Pradesh,Uttar PradeshDistrict,854193,16941,1853,4626,7446,3995,874,sample_data.csv
2023-08-15,Karnataka,KarnatakaDistrict,945673,20247,2709,5711,9315,5030,191,sample_data.csv
2023-08-15,Tamil Nadu,Tamil NaduDistrict,418560,19904,3817,3995,8616,4568,2725,sample_data.csv
2023-08-15,Delhi,DelhiDistrict,837767,19249,2043,5223,7749,4370,1907,sample_data.csv
2023-08-15,West Bengal,West BengalDistrict,411912,10503,1855,3044,4715,2199,545,sample_data.csv
2023-08-15,Rajasthan,RajasthanDistrict,159560,6727,753,1749,3128,1556,294,sample_data.csv
2023-08-15,Gujarat,GujaratDistrict,499159,10914,1675,2604,5194,2216,900,sample_data.csv
2023-08-15,Madhya Pradesh,Madhya PradeshDistrict,653077,14407,2226,3399,6568,3169,1271,sample_data.csv
2023-08-15,Bihar,BiharDistrict,981840,5891,846,1204,2548,1299,840,sample_data.csv
2023-08-15,Andhra Pradesh,Andhra PradeshDistrict,802114,11766,1716,2844,5224,2849,849,sample_data.csv
2023-08-15,Telangana,TelanganaDistrict,373996,11404,1856,2677,5675,2554,498,sample_data.csv
2023-08-15,Kerala,KeralaDistrict,262466,10480,1440,2842,5208,2574,0,sample_data.csv
2023-08-15,Odisha,OdishaDistrict,546221,19910,3714,4192,8070,4729,2919,sample_data.csv
2023-08-15,Assam,AssamDistrict,514040,17692,2716,3735,7861,4060,2036,sample_data.csv
2023-08-15,Punjab,PunjabDistrict,222129,8479,1455,2132,4154,1903,290,sample_data.csv
2023-08-15,Chhattisgarh,ChhattisgarhDistrict,423774,9774,1413,2766,4209,2324,475,sample_data.csv
2023-08-15,Haryana,HaryanaDistrict,848336,13074,1505,2730,5448,2888,2008,sample_data.csv
2023-08-15,Jharkhand,JharkhandDistrict,868556,19526,3570,4542,9284,4823,877,sample_data.csv
2023-08-15,Uttarakhand,UttarakhandDistrict,883466,19518,3709,4568,9044,4000,1906,sample_data.csv
2023-08-16,Maharashtra,MaharashtraDistrict,194752,17730,3228,4027,7915,3553,2235,sample_data.csv
2023-08-16,Uttar Pradesh,Uttar PradeshDistrict,230240,20279,3991,4364,8310,4577,3028,sample_data.csv
2023-08-16,Karnataka,KarnatakaDistrict,367942,9802,1738,2286,4857,2411,248,sample_data.csv
2023-08-16,Tamil Nadu,Tamil NaduDistrict,458983,15638,2863,4023,7599,3356,660,sample_data.csv
2023-08-16,Delhi,DelhiDistrict,623415,16702,2746,4095,7089,3675,1843,sample_data.csv
2023-08-16,West Bengal,West BengalDistrict,321522,14254,1856,3604,6584,3325,741,sample_data.csv
2023-08-16,Rajasthan,RajasthanDistrict,921845,14065,2075,3726,5675,3424,1240,sample_data.csv
2023-08-16,Gujarat,GujaratDistrict,416036,5772,714,1438,2839,1349,146,sample_data.csv
2023-08-16,Madhya Pradesh,Madhya PradeshDistrict,766194,13526,1801,3991,5978,2826,731,sample_data.csv
2023-08-16,Bihar,BiharDistrict,563072,13728,2682,3527,6784,3058,359,sample_data.csv
2023-08-16,Andhra Pradesh,Andhra PradeshDistrict,649126,11052,2153,3291,4906,2443,412,sample_data.csv
2023-08-16,Telangana,TelanganaDistrict,738117,17429,2994,3775,8282,3912,1460,sample_data.csv
2023-08-16,Kerala,KeralaDistrict,575006,7278,860,1481,2968,1669,1160,sample_data.csv
2023-08-16,Odisha,OdishaDistrict,652817,12028,2163,2546,4957,2939,1586,sample_data.csv
2023-08-16,Assam,AssamDistrict,340061,16817,2055,4290,7386,3400,1741,sample_data.csv
2023-08-16,Punjab,PunjabDistrict,765348,8590,1527,2414,3606,1790,780,sample_data.csv
2023-08-16,Chhattisgarh,ChhattisgarhDistrict,891086,8438,1444,2437,4128,1995,0,sample_data.csv
2023-08-16,Haryana,HaryanaDistrict,574353,5209,884,1422,2329,1297,161,sample_data.csv
2023-08-16,Jharkhand,JharkhandDistrict,498964,9235,1348,2544,3952,2046,693,sample_data.csv
2023-08-16,Uttarakhand,UttarakhandDistrict,470193,16142,2098,4495,7175,3418,1054,sample_data.csv
2023-08-17,Maharashtra,MaharashtraDistrict,532729,29181,4367,8412,13180,6173,1416,sample_data.csv
2023-08-17,Uttar Pradesh,Uttar PradeshDistrict,933539,13284,1757,2940,6359,2785,1200,sample_data.csv
2023-08-17,Karnataka,KarnatakaDistrict,383396,11892,1660,3283,5058,2749,802,sample_data.csv
2023-08-17,Tamil Nadu,Tamil NaduDistrict,490726,20386,2277,5980,10166,4801,0,sample_data.csv
2023-08-17,Delhi,DelhiDistrict,823643,7615,1377,2056,3373,1771,415,sample_data.csv
2023-08-17,West Bengal,West BengalDistrict,399454,17484,2706,4327,8547,3611,999,sample_data.csv
2023-08-17,Rajasthan,RajasthanDistrict,667745,15707,2593,4041,7400,3524,742,sample_data.csv
2023-08-17,Gujarat,GujaratDistrict,368252,5268,1021,1187,2371,1262,448,sample_data.csv
2023-08-17,Madhya Pradesh,Madhya PradeshDistrict,690240,13626,1786,3555,5867,2880,1324,sample_data.csv
2023-08-17,Bihar,BiharDistrict,695679,12089,1954,2480,5403,2697,1509,sample_data.csv
2023-08-17,Andhra Pradesh,Andhra PradeshDistrict,851580,19022,3376,4276,8341,4017,2388,sample_data.csv
2023-08-17,Telangana,TelanganaDistrict,819284,12559,2230,2605,5911,2550,1493,sample_data.csv
2023-08-17,Kerala,KeralaDistrict,915829,12575,2053,3323,6245,2683,324,sample_data.csv
2023-08-17,Odisha,OdishaDistrict,271372,5596,704,1150,2750,1224,472,sample_data.csv
2023-08-17,Assam,AssamDistrict,658181,12097,1899,3120,5719,2547,711,sample_data.csv
2023-08-17,Punjab,PunjabDistrict,881144,14226,1699,3372,6223,3402,1229,sample_data.csv
2023-08-17,Chhattisgarh,ChhattisgarhDistrict,830076,8536,1548,2311,3752,2002,471,sample_data.csv
2023-08-17,Haryana,HaryanaDistrict,534237,9737,1746,2342,4841,2086,468,sample_data.csv
2023-08-17,Jharkhand,JharkhandDistrict,243491,19308,2703,4584,8397,4231,2096,sample_data.csv
2023-08-17,Uttarakhand,UttarakhandDistrict,642880,6584,1029,1775,2871,1523,415,sample_data.csv
2023-08-18,Maharashtra,MaharashtraDistrict,871308,26178,3176,6281,12711,5972,1214,sample_data.csv
2023-08-18,Uttar Pradesh,Uttar PradeshDistrict,734730,21483,3754,5311,9548,4678,1946,sample_data.csv
2023-08-18,Karnataka,KarnatakaDistrict,437813,22077,4384,5207,9169,5000,2701,sample_data.csv
2023-08-18,Tamil Nadu,Tamil NaduDistrict,605989,23053,3567,4899,10548,5215,2391,sample_data.csv
2023-08-18,Delhi,DelhiDistrict,918262,21858,3579,4835,9935,5430,1658,sample_data.csv
2023-08-18,West Bengal,West BengalDistrict,140081,5465,914,1558,2192,1334,381,sample_data.csv
2023-08-18,Rajasthan,RajasthanDistrict,214061,17299,1805,5115,7896,4158,130,sample_data.csv
2023-08-18,Gujarat,GujaratDistrict,590164,13400,1698,3281,6199,2721,1199,sample_data.csv
2023-08-18,Madhya Pradesh,Madhya PradeshDistrict,722363,10187,1735,2405,4123,2446,1213,sample_data.csv
2023-08-18,Bihar,BiharDistrict,318444,19227,2069,3921,7873,4133,3300,sample_data.csv
2023-08-18,Andhra Pradesh,Andhra PradeshDistrict,552077,6289,1013,1584,2934,1537,234,sample_data.csv
2023-08-18,Telangana,TelanganaDistrict,757597,7492,986,1677,3744,1694,377,sample_data.csv
2023-08-18,Kerala,KeralaDistrict,776331,9606,1687,2451,3914,2056,1185,sample_data.csv
2023-08-18,Odisha,OdishaDistrict,841971,5516,1013,1482,2407,1293,334,sample_data.csv
2023-08-18,Assam,AssamDistrict,349277,13198,2536,2752,5909,3004,1533,sample_data.csv
2023-08-18,Punjab,PunjabDistrict,632930,9743,1374,2303,4847,2208,385,sample_data.csv
2023-08-18,Chhattisgarh,ChhattisgarhDistrict,472644,18217,3105,3738,8725,4551,1203,sample_data.csv
2023-08-18,Haryana,HaryanaDistrict,418904,19952,3547,5971,9273,4333,375,sample_data.csv
2023-08-18,Jharkhand,JharkhandDistrict,834513,9744,1638,2869,4526,1954,395,sample_data.csv
2023-08-18,Uttarakhand,UttarakhandDistrict,331351,18538,2906,4712,8448,4388,990,sample_data.csv
2023-08-19,Maharashtra,MaharashtraDistrict,263220,5202,1010,1521,2131,1171,379,sample_data.csv
2023-08-19,Uttar Pradesh,Uttar PradeshDistrict,648085,8733,1633,2258,4267,2047,161,sample_data.csv
2023-08-19,Karnataka,KarnatakaDistrict,286977,8118,1351,2258,3554,1695,611,sample_data.csv
2023-08-19,Tamil Nadu,Tamil NaduDistrict,533655,9861,1304,2087,4325,2047,1402,sample_data.csv
2023-08-19,Delhi,DelhiDistrict,200150,8834,1737,1829,3822,2169,1014,sample_data.csv
2023-08-19,West Bengal,West BengalDistrict,655223,3882,475,793,1639,878,572,sample_data.csv
2023-08-19,Rajasthan,RajasthanDistrict,345148,3677,666,843,1802,777,255,sample_data.csv
2023-08-19,Gujarat,GujaratDistrict,292804,11634,2294,3437,5370,2884,0,sample_data.csv
2023-08-19,Madhya Pradesh,Madhya PradeshDistrict,175682,6881,979,1522,3115,1613,631,sample_data.csv
2023-08-19,Bihar,BiharDistrict,737995,4299,859,1118,2052,1023,106,sample_data.csv
2023-08-19,Andhra Pradesh,Andhra PradeshDistrict,443369,4159,672,1140,1812,1022,185,sample_data.csv
2023-08-19,Telangana,TelanganaDistrict,937015,3831,666,886,1622,783,540,sample_data.csv
2023-08-19,Kerala,KeralaDistrict,753975,10384,1143,2363,4809,2168,1044,sample_data.csv
2023-08-19,Odisha,OdishaDistrict,349995,5038,740,1350,2088,1082,518,sample_data.csv
2023-08-19,Assam,AssamDistrict,323186,8766,978,2067,4265,1873,561,sample_data.csv
2023-08-19,Punjab,PunjabDistrict,173635,11114,1708,2293,4639,2777,1405,sample_data.csv
2023-08-19,Chhattisgarh,ChhattisgarhDistrict,308785,9203,1334,1934,3844,2106,1319,sample_data.csv
2023-08-19,Haryana,HaryanaDistrict,698972,9793,1343,2484,4842,2259,208,sample_data.csv
2023-08-19,Jharkhand,JharkhandDistrict,465656,4146,723,839,2011,985,311,sample_data.csv
2023-08-19,Uttarakhand,UttarakhandDistrict,550720,8965,931,2095,4112,1844,914,sample_data.csv
2023-08-20,Maharashtra,MaharashtraDistrict,152216,5179,750,1229,2161,1186,603,sample_data.csv
2023-08-20,Uttar Pradesh,Uttar PradeshDistrict,732022,7173,1274,1628,3567,1654,324,sample_data.csv
2023-08-20,Karnataka,KarnatakaDistrict,144019,13809,1890,2961,6472,2809,1567,sample_data.csv
2023-08-20,Tamil Nadu,Tamil NaduDistrict,614109,12585,1438,3097,5145,2862,1481,sample_data.csv
2023-08-20,Delhi,DelhiDistrict,843451,11711,1886,3023,5144,2428,1116,sample_data.csv
2023-08-20,West Bengal,West BengalDistrict,962683,9759,1797,2068,4042,2402,1247,sample_data.csv
2023-08-20,Rajasthan,RajasthanDistrict,242826,8558,1063,1983,3596,1871,1108,sample_data.csv
2023-08-20,Gujarat,GujaratDistrict,675747,3022,579,690,1234,608,490,sample_data.csv
2023-08-20,Madhya Pradesh,Madhya PradeshDistrict,360186,7804,784,1883,3223,1845,853,sample_data.csv
2023-08-20,Bihar,BiharDistrict,178881,4554,785,969,2258,941,386,sample_data.csv
2023-08-20,Andhra Pradesh,Andhra PradeshDistrict,808928,11521,1204,2938,5496,2472,615,sample_data.csv
2023-08-20,Telangana,TelanganaDistrict,910103,8785,1661,2173,4323,2159,130,sample_data.csv
2023-08-20,Kerala,KeralaDistrict,220137,11341,1246,3116,5139,2643,443,sample_data.csv
2023-08-20,Odisha,OdishaDistrict,370795,11150,1324,3342,5096,2552,160,sample_data.csv
2023-08-20,Assam,AssamDistrict,489684,9541,1373,1986,4493,2292,770,sample_data.csv
2023-08-20,Punjab,PunjabDistrict,493960,10582,1986,2532,5105,2431,514,sample_data.csv
2023-08-20,Chhattisgarh,ChhattisgarhDistrict,427382,11643,2258,3205,5681,2349,408,sample_data.csv
2023-08-20,Haryana,HaryanaDistrict,151437,6955,1055,2014,2792,1607,542,sample_data.csv
2023-08-20,Jharkhand,JharkhandDistrict,512307,10171,1024,2796,4985,2200,190,sample_data.csv
2023-08-20,Uttarakhand,UttarakhandDistrict,652561,11259,2172,2293,5408,2639,919,sample_data.csv
2023-08-21,Maharashtra,MaharashtraDistrict,243299,20338,3468,4717,9232,4704,1685,sample_data.csv
2023-08-21,Uttar Pradesh,Uttar PradeshDistrict,915361,17362,3234,4890,8197,4326,0,sample_data.csv
2023-08-21,Karnataka,KarnatakaDistrict,462258,19512,3152,5427,9113,4683,289,sample_data.csv
2023-08-21,Tamil Nadu,Tamil NaduDistrict,143190,21628,3521,5323,9504,5202,1599,sample_data.csv
2023-08-21,Delhi,DelhiDistrict,856446,22770,3458,5159,10106,5233,2272,sample_data.csv
2023-08-21,West Bengal,West BengalDistrict,474883,7765,1530,1951,3383,1646,785,sample_data.csv
2023-08-21,Rajasthan,RajasthanDistrict,210316,6552,695,1925,2923,1387,317,sample_data.csv
2023-08-21,Gujarat,GujaratDistrict,936910,11981,1247,2633,5072,2915,1361,sample_data.csv
2023-08-21,Madhya Pradesh,Madhya PradeshDistrict,810918,15844,2471,4470,7258,3190,926,sample_data.csv
2023-08-21,Bihar,BiharDistrict,508490,16248,2666,4014,7618,3500,1116,sample_data.csv
2023-08-21,Andhra Pradesh,Andhra PradeshDistrict,962943,18316,2640,4297,8028,4465,1526,sample_data.csv
2023-08-21,Telangana,TelanganaDistrict,709545,10898,1296,3125,4993,2319,461,sample_data.csv
2023-08-21,Kerala,KeralaDistrict,480232,15458,2215,4028,7387,3299,744,sample_data.csv
2023-08-21,Odisha,OdishaDistrict,252368,7043,874,1909,2915,1455,764,sample_data.csv
2023-08-21,Assam,AssamDistrict,879603,9349,1016,2756,4416,2146,31,sample_data.csv
2023-08-21,Punjab,PunjabDistrict,513566,17829,3418,4637,8546,4124,522,sample_data.csv
2023-08-21,Chhattisgarh,ChhattisgarhDistrict,480555,11207,1684,2773,5312,2524,598,sample_data.csv
2023-08-21,Haryana,HaryanaDistrict,847262,13016,2154,3580,5864,2996,576,sample_data.csv
2023-08-21,Jharkhand,JharkhandDistrict,177203,13991,1867,4019,5881,3311,780,sample_data.csv
2023-08-21,Uttarakhand,UttarakhandDistrict,129334,8060,806,2042,3561,1795,662,sample_data.csv
2023-08-22,Maharashtra,MaharashtraDistrict,249995,16720,2785,4518,7363,3965,874,sample_data.csv
2023-08-22,Uttar Pradesh,Uttar PradeshDistrict,800907,16207,2856,3563,6516,3938,2190,sample_data.csv
2023-08-22,Karnataka,KarnatakaDistrict,337945,17166,1959,3884,8325,3837,1120,sample_data.csv
2023-08-22,Tamil Nadu,Tamil NaduDistrict,272377,15854,3023,3931,6867,3569,1487,sample_data.csv
2023-08-22,Delhi,DelhiDistrict,240076,18012,2540,4356,8730,4307,619,sample_data.csv
2023-08-22,West Bengal,West BengalDistrict,294034,6284,709,1480,3032,1287,485,sample_data.csv
2023-08-22,Rajasthan,RajasthanDistrict,902439,15456,2340,3816,6556,3319,1765,sample_data.csv
2023-08-22,Gujarat,GujaratDistrict,217138,12776,1913,3228,5265,3076,1207,sample_data.csv
2023-08-22,Madhya Pradesh,Madhya PradeshDistrict,411279,19298,2042,3904,8447,4085,2862,sample_data.csv
2023-08-22,Bihar,BiharDistrict,103662,17829,3531,4887,7368,4083,1491,sample_data.csv
2023-08-22,Andhra Pradesh,Andhra PradeshDistrict,866243,7348,1452,1678,3559,1819,292,sample_data.csv
2023-08-22,Telangana,TelanganaDistrict,653396,15508,2014,3183,7160,3390,1775,sample_data.csv
2023-08-22,Kerala,KeralaDistrict,174413,7485,1243,1605,3197,1593,1090,sample_data.csv
2023-08-22,Odisha,OdishaDistrict,632746,13191,2319,2958,6397,2761,1075,sample_data.csv
2023-08-22,Assam,AssamDistrict,867517,14521,1892,3521,7117,3375,508,sample_data.csv
2023-08-22,Punjab,PunjabDistrict,989153,11479,2011,2456,5176,2500,1347,sample_data.csv
2023-08-22,Chhattisgarh,ChhattisgarhDistrict,212259,17220,2586,3963,7429,3617,2211,sample_data.csv
2023-08-22,Haryana,HaryanaDistrict,474245,10377,1059,2166,4403,2081,1727,sample_data.csv
2023-08-22,Jharkhand,JharkhandDistrict,343388,18167,2944,4350,7564,4363,1890,sample_data.csv
2023-08-22,Uttarakhand,UttarakhandDistrict,933690,14981,2027,3066,6484,3541,1890,sample_data.csv
2023-08-23,Maharashtra,MaharashtraDistrict,523588,28063,3325,6767,12289,5775,3232,sample_data.csv
2023-08-23,Uttar Pradesh,Uttar PradeshDistrict,903395,16389,2599,4532,8026,4078,0,sample_data.csv
2023-08-23,Karnataka,KarnatakaDistrict,657019,23584,3648,5753,10316,5551,1964,sample_data.csv
2023-08-23,Tamil Nadu,Tamil NaduDistrict,200310,21595,3436,4367,9719,4476,3033,sample_data.csv
2023-08-23,Delhi,DelhiDistrict,837504,9235,1006,2492,4114,2195,434,sample_data.csv
2023-08-23,West Bengal,West BengalDistrict,256136,6738,855,1411,2907,1458,962,sample_data.csv
2023-08-23,Rajasthan,RajasthanDistrict,604422,9607,1907,2499,3979,2143,986,sample_data.csv
2023-08-23,Gujarat,GujaratDistrict,556681,14384,2326,3681,6642,3569,492,sample_data.csv
2023-08-23,Madhya Pradesh,Madhya PradeshDistrict,769553,15670,3068,3255,7183,3802,1430,sample_data.csv
2023-08-23,Bihar,BiharDistrict,351807,13890,2620,2921,5821,3282,1866,sample_data.csv
2023-08-23,Andhra Pradesh,Andhra PradeshDistrict,843887,10868,2161,3201,4596,2679,392,sample_data.csv
2023-08-23,Telangana,TelanganaDistrict,174252,15903,2413,3243,7271,3975,1414,sample_data.csv
2023-08-23,Kerala,KeralaDistrict,280310,6924,925,1558,3071,1635,660,sample_data.csv
2023-08-23,Odisha,OdishaDistrict,793422,18468,2993,5252,8284,4205,727,sample_data.csv
2023-08-23,Assam,AssamDistrict,537769,6268,737,1852,2775,1457,184,sample_data.csv
2023-08-23,Punjab,PunjabDistrict,652670,17253,1942,4819,8199,3975,260,sample_data.csv
2023-08-23,Chhattisgarh,ChhattisgarhDistrict,655720,7828,1495,1848,3696,1655,629,sample_data.csv
